Start_time,End_time,Fare,City,Age,Flight_count,Avg_discount,Flight_mileage
2013/02/26,2014/03/31,0.0,La Habra,54.0,16,0.8427930920000001,14475
2005/08/20,2014/03/31,2309.0,深圳,40.0,17,0.56857569,21456
2012/05/27,2014/03/31,4058.0,杭州,58.0,11,0.6494547970000001,18782
2011/01/14,2014/03/31,981.0,上海,28.0,14,0.651843104,18713
2012/01/18,2014/03/31,8574.0,北京,42.0,12,0.7668884,15905
2010/07/01,2014/03/31,4206.0,广州,50.0,12,0.597013216,20430
2012/05/29,2014/03/31,6450.0,成都,40.0,7,1.149029584,10614
2012/12/26,2014/03/31,4065.0,广州市,27.0,17,0.548633767,22229
2012/11/19,2014/03/31,2560.0,重庆,41.0,11,0.913184065,13354
2012/10/01,2014/03/31,4308.0,北京,47.0,10,0.796256367,15314
2011/10/16,2014/03/31,9163.0,武汉,29.0,18,0.79438241,15350
2012/03/06,2014/03/31,2890.0,广州,41.0,12,0.660526002,18460
2009/11/14,2014/03/31,4543.0,顺德,59.0,14,0.7015439059999999,17378
2009/07/30,2014/03/31,8418.0,武汉,47.0,15,0.8806775990000001,13843
2012/08/06,2014/03/31,6200.0,北京,62.0,2,0.75,16254
2007/01/06,2014/03/31,0.0,长春,74.0,2,0.75,16254
2010/09/03,2014/03/31,6200.0,北京,25.0,2,0.75,16254
2012/08/13,2014/03/31,4285.0,Seongbuk-gu,53.0,7,0.75,16254
2012/04/05,2014/03/31,4220.0,Anyang-si,40.0,8,0.683469388,17836
2010/04/08,2014/03/31,4209.0,哈市,58.0,10,0.786012638,15509
2009/01/10,2014/03/31,5564.0,上海,54.0,8,1.0714063459999998,11377
2010/01/31,2014/03/31,5424.0,长春,37.0,14,0.85573294,14244
2008/01/23,2014/03/31,7278.0,重庆,37.0,10,0.693976315,17564
2007/09/07,2014/03/31,1380.0,郑州,49.0,17,0.8630574240000001,14123
2008/06/05,2014/03/31,4209.0,上海,50.0,14,0.823004457,14808
2012/11/05,2014/03/31,2180.0,PARIS,49.0,5,1.036746916,11755
2012/07/20,2014/03/31,3600.0,.,38.0,12,0.870053545,14007
2010/06/27,2014/03/31,3875.0,深圳,38.0,8,0.8837273390000001,13790
2011/10/23,2014/03/31,5664.0,广州,30.0,11,0.7305509259999999,16681
2009/09/09,2014/03/31,2967.0,广州,38.0,16,0.7507978559999999,16231
2007/09/06,2014/03/31,3810.0,兰州,48.0,10,0.943404041,12917
2006/03/09,2014/03/31,5293.0,番禺,56.0,16,0.48684858200000003,25030
2010/04/24,2014/03/31,5760.0,长春,37.0,11,0.7324032220000001,16636
2010/10/30,2014/03/31,2320.0,西宁,32.0,10,0.71898141,16945
2011/08/16,2014/03/31,6845.0,广州,77.0,3,0.726836108,16761
2011/05/18,2014/03/31,1134.0,广州,39.0,11,0.623936492,19525
2009/08/21,2014/03/31,935.0,广州,32.0,12,0.671822092,18133
2012/04/28,2014/03/31,8501.0,大连,22.0,11,0.8307700179999999,14662
2013/03/07,2014/03/31,672.0,深圳,36.0,18,0.600268579,20292
2011/06/01,2014/03/31,5405.0,广州,66.0,14,0.488921045,24913
2007/06/22,2014/03/31,6594.0,常德,56.0,13,0.8852220359999999,13759
2008/12/04,2014/03/31,567.0,武汉市,39.0,13,0.4299897620000001,28325
2008/06/04,2014/03/31,7850.0,长沙,49.0,11,0.849524275,14336
2011/09/27,2014/03/31,4612.0,青岛,36.0,10,0.815891733,14926
2012/09/04,2014/03/31,6604.0,乌鲁木齐,57.0,4,0.532458135,22871
2012/04/04,2014/03/31,2582.0,成都,33.0,14,0.6997000520000001,17403
2012/06/01,2014/03/31,6315.0,中山,38.0,22,0.622626815,19556
2011/12/17,2014/03/31,4660.0,攀枝花,38.0,14,0.737703587,16504
2009/01/15,2014/03/31,7010.0,北京,42.0,11,0.874058439,13929
2007/10/03,2014/03/31,2625.0,北京,74.0,5,1.431986591,8502
2008/02/07,2014/03/31,8396.0,佛山,48.0,16,0.593515016,20512
2009/11/14,2014/03/31,5809.0,北京,39.0,13,0.7333759040000001,16600
2012/12/25,2014/03/31,2822.0,上海,38.0,14,0.7193694970000001,16923
2012/05/22,2014/03/31,4260.0,.,58.0,10,1.4471683309999999,8412
2011/07/03,2014/03/31,12912.0,,39.0,14,0.808357793,15059
2007/11/09,2014/03/31,4636.0,本溪,46.0,13,0.826254158,14731
2009/09/27,2014/03/31,5541.0,广州,43.0,16,0.629734051,19327
2008/12/16,2014/03/31,7778.0,乌鲁木齐,33.0,12,0.664198865,18324
2008/06/13,2014/03/31,3667.0,东莞,38.0,16,0.6620187129999999,18383
2009/09/16,2014/03/31,8833.0,上海,55.0,16,0.6832320909999999,17812
2010/01/19,2014/03/31,1850.0,上海,30.0,15,0.752876145,16164
2006/03/23,2014/03/31,7432.0,大连,51.0,15,0.7401885640000001,16440
2009/10/01,2014/03/31,7466.0,大连,32.0,14,0.691751563,17590
2011/09/05,2014/03/31,5705.0,长春,29.0,11,0.8400876890000001,14483
2006/12/20,2014/03/31,6900.0,广州,47.0,2,0.8,15208
2012/08/05,2014/03/31,4170.0,佛山,33.0,16,0.59541526,20433
2007/04/17,2014/03/31,5284.0,沈阳,37.0,8,0.548844627,22166
2006/08/15,2014/03/31,1700.0,珠海,43.0,9,0.770962672,15779
2007/06/09,2014/03/31,425.0,广州,37.0,22,0.6897431540000001,17637
2012/04/21,2014/03/31,5605.0,沈阳市,44.0,7,1.315693273,9246
2012/02/05,2014/03/31,8360.0,上海,34.0,9,0.5569479420000001,21841
2012/01/25,2014/03/31,6592.0,贵阳,44.0,16,0.605445993,20090
2011/05/09,2014/03/31,2900.0,北京,38.0,13,0.85494412,14227
2012/02/26,2014/03/31,0.0,深圳,30.0,13,0.680736595,17866
2013/01/29,2014/03/31,4285.0,大连,48.0,19,0.769445147,15806
2013/01/05,2014/03/31,0.0,西安,33.0,17,0.6941201990000001,17521
2006/12/28,2014/03/31,6465.0,洛阳,40.0,14,0.9177828090000001,13251
2008/01/19,2014/03/31,5001.0,长春,56.0,8,0.6981811920000001,17418
2011/04/17,2014/03/31,6900.0,深圳,24.0,2,0.8,15199
2012/03/19,2014/03/31,6771.0,广州市,32.0,22,0.738609525,16462
2012/07/08,2014/03/31,4746.0,大连市,30.0,16,0.767803738,15836
2012/08/12,2014/03/31,6698.0,SYDNEY,62.0,5,0.710720758,17107
2007/08/24,2014/03/31,765.0,广州,33.0,15,0.5730751829999999,21215
2012/12/15,2014/03/31,1861.0,温州,48.0,11,0.6397300429999999,19003
2012/08/14,2014/03/31,2679.0,顺德,27.0,16,0.5101850920000001,23826
2012/03/19,2014/03/31,10154.0,广州,31.0,11,0.58074865,20931
2007/03/08,2014/03/31,2646.0,哈尔滨,58.0,11,0.45766105700000004,26559
2008/01/16,2014/03/31,5012.0,SAN GABRIEL,35.0,4,0.785143079,15481
2012/09/10,2014/03/31,1723.0,北京,35.0,19,0.905559529,13422
2006/03/31,2014/03/31,4816.0,乌鲁木齐市,53.0,7,0.76481027,15891
2011/09/25,2014/03/31,6652.0,广州,38.0,13,0.675192778,18000
2008/04/14,2014/03/31,4969.0,汕头,42.0,14,0.7215020190000001,16844
2006/06/11,2014/03/31,4084.0,广州,37.0,15,0.653934029,18584
2011/09/02,2014/03/31,11850.0,北京,68.0,3,1.136389227,10693
2011/02/19,2014/03/31,13376.0,,52.0,4,1.05,11572
2008/04/18,2014/03/31,3205.0,沈阳,40.0,19,0.840282888,14458
2011/10/01,2014/03/31,6353.0,北京,32.0,5,1.044689999,11629
2009/03/12,2014/03/31,4407.0,广州,34.0,12,0.576477316,21072
2012/08/28,2014/03/31,0.0,广州,27.0,5,0.896806202,13545
2012/07/21,2014/03/31,8387.0,顺德,26.0,12,0.5690630560000001,21346
2010/09/02,2014/03/31,0.0,佛山,32.0,15,0.5984396710000001,20297
2011/09/20,2014/03/31,4140.0,广州,28.0,8,0.656607201,18498
2010/06/06,2014/03/31,5496.0,本溪,38.0,14,0.6439285339999999,18862
2007/08/01,2014/03/31,3312.0,长春,56.0,14,0.8425334720000001,14415
2010/11/01,2014/03/31,3943.0,广州市,42.0,13,0.652213449,18618
2009/06/21,2014/03/31,3167.0,佛山市,32.0,12,0.746975886,16256
2010/06/26,2014/03/31,5301.0,,48.0,8,0.71125,17072
2010/11/08,2014/03/31,8644.0,南宁,43.0,12,0.63025122,19266
2012/03/21,2014/03/31,7210.0,沈阳市,50.0,12,0.81105003,14971
2012/05/07,2014/03/31,7525.0,广州,36.0,10,0.70938537,17116
2012/06/13,2014/03/31,0.0,杭州,34.0,20,0.576587995,21058
2006/04/06,2014/03/31,7953.0,乌鲁木齐市,62.0,6,0.780695775,15551
2010/04/02,2014/03/31,8931.0,沈阳,37.0,18,1.025541945,11837
2007/04/17,2014/03/31,3428.0,广州,39.0,13,0.707080615,17168
2006/04/24,2014/03/31,6440.0,长沙,39.0,20,0.610216659,19893
2009/06/29,2014/03/31,8169.0,哈市,43.0,15,0.733694772,16545
2012/05/19,2014/03/31,2772.0,JAKARTA,60.0,10,0.7342257440000001,16532
2008/06/21,2014/03/31,6113.0,杭州,43.0,9,0.830217525,14619
2011/12/16,2014/03/31,378.0,昆明,48.0,10,0.661042484,18360
2008/05/25,2014/03/31,7149.0,深圳,46.0,17,0.736667678,16475
2008/11/23,2014/03/31,0.0,西宁,48.0,9,0.815989107,14872
2006/06/23,2014/03/31,7030.0,北京,42.0,9,0.886641578,13685
2011/10/11,2014/03/31,7420.0,南昌,57.0,11,0.683056916,17763
2010/04/04,2014/03/31,11112.0,大连,57.0,16,0.912750527,13292
2008/09/24,2014/03/31,4260.0,广州,34.0,8,0.455465706,26637
2007/08/24,2014/03/31,4353.0,深圳,50.0,18,0.6378229329999999,19021
2012/10/22,2014/03/31,15220.0,Guri-si,48.0,13,0.784454575,15465
2007/05/04,2014/03/31,5476.0,广州,47.0,5,0.528558606,22950
2007/02/24,2014/03/31,5093.0,深圳市,28.0,8,0.7557869159999999,16050
2009/07/30,2014/03/31,3504.0,长春,38.0,13,0.773609056,15680
2013/03/16,2014/03/31,2410.0,北京,31.0,6,0.9268108190000001,13088
2008/10/24,2014/03/31,9006.0,北京,41.0,11,0.6145792170000001,19737
2012/04/28,2014/03/31,4194.0,鞍山,45.0,14,0.853540464,14210
2005/04/16,2014/03/31,0.0,北京,44.0,11,0.943182207,12859
2010/07/18,2014/03/31,9292.0,佛山市,36.0,12,0.7107977259999999,17061
2011/03/09,2014/03/31,3334.0,哈尔滨,51.0,17,0.43707911299999996,27745
2005/01/27,2014/03/31,6896.0,,46.0,16,0.703348414,17241
2010/03/09,2014/03/31,6156.0,长春,53.0,9,1.1620277909999999,10435
2012/10/07,2014/03/31,3266.0,广州,30.0,9,0.606999399,19976
2007/05/18,2014/03/31,7988.0,广州,53.0,28,0.737946564,16431
2006/04/26,2014/03/31,6058.0,伊宁市,54.0,16,0.638642613,18985
2006/06/05,2014/03/31,3796.0,HK,52.0,12,0.57187161,21201
2010/09/16,2014/03/31,0.0,MELBOWRNE,44.0,4,0.688818817,17601
2005/06/29,2014/03/31,4176.0,上海,40.0,19,0.588743687,20592
2008/09/01,2014/03/31,2208.0,深圳,35.0,11,0.73913791,16402
2006/12/04,2014/03/31,9602.0,东莞,53.0,12,0.7674438179999999,15797
2008/08/01,2014/03/31,9673.0,广州,,9,0.7353958140000001,16485
2006/08/28,2014/03/31,9237.0,永吉,56.0,15,0.653105436,18561
2010/06/01,2014/03/31,6791.0,深圳,33.0,11,0.691666667,17526
2010/10/15,2014/03/31,8412.0,上海,37.0,17,0.746328818,16240
2010/03/28,2014/03/31,5777.0,广州,35.0,14,0.749821208,16164
2011/01/26,2014/03/31,7800.0,上海,39.0,14,0.95916271,12636
2007/06/12,2014/03/31,2928.0,深圳,66.0,7,1.220507553,9930
2012/08/05,2014/03/31,3112.0,重庆,58.0,18,0.6197810739999999,19550
2006/11/20,2014/03/31,3334.0,贵阳,52.0,13,0.642775744,18849
2008/08/01,2014/03/31,4421.0,广州,36.0,13,0.4908288770000001,24684
2006/07/08,2014/03/31,6116.0,广州,53.0,18,0.680308833,17809
2009/03/02,2014/03/31,3760.0,西安,31.0,8,0.595278105,20352
2012/04/06,2014/03/31,15045.0,SINGAPORE,54.0,4,1.141136021,10616
2011/10/21,2014/03/31,2190.0,上海,40.0,11,0.891726905,13585
2007/05/10,2014/03/31,2663.0,东营市,40.0,11,0.7093582009999999,17077
2012/06/30,2014/03/31,5868.0,三亚,38.0,13,0.719239995,16842
2011/08/07,2014/03/31,311.0,上海,44.0,14,0.476376829,25428
2005/12/04,2014/03/31,3968.0,上海,50.0,11,0.8206252959999999,14761
2007/08/07,2014/03/31,4233.0,北京,45.0,11,0.825954313,14665
2012/05/01,2014/03/31,9191.0,哈尔滨,29.0,6,0.8086193079999999,14978
2013/01/13,2014/03/31,8256.0,上海,32.0,11,0.779452954,15538
2011/03/12,2014/03/31,1494.0,吉林市,30.0,11,0.6892266109999999,17572
2012/09/26,2014/03/31,2011.0,广州,33.0,15,0.618074214,19592
2010/05/01,2014/03/31,6825.0,深圳,45.0,9,0.6477777779999999,18693
2009/12/22,2014/03/31,0.0,广州,42.0,9,0.959284582,12622
2006/11/10,2014/03/31,4640.0,北京,53.0,8,0.962532994,12578
2008/04/24,2014/03/31,6112.0,贵阳市,68.0,14,0.64381355,18804
2008/02/04,2014/03/31,0.0,SYDNEY,51.0,6,0.510838503,23697
2010/11/01,2014/03/31,3794.0,广州,43.0,14,0.538370469,22485
2008/05/22,2014/03/31,6940.0,长春,47.0,9,0.9798113970000001,12354
2010/01/09,2014/03/31,10698.0,深圳,34.0,12,0.599316663,20195
2010/11/26,2014/03/31,4280.0,哈尔滨,47.0,15,0.522003795,23186
2010/03/06,2014/03/31,15700.0,沈阳,48.0,5,1.1286813390000001,10723
2011/08/25,2014/03/31,11610.0,TOKYO,56.0,4,1.2375,9780
2011/06/16,2014/03/31,2418.0,上海,40.0,16,0.625559289,19346
2008/03/18,2014/03/31,6697.0,石河子市,44.0,9,0.525017787,23050
2012/06/14,2014/03/31,8570.0,西安,38.0,8,0.7918788040000001,15281
2012/01/15,2014/03/31,9602.0,广州,27.0,10,0.574081981,21078
2012/10/09,2014/03/31,3063.0,广州,50.0,12,0.6265097860000001,19314
2012/04/15,2014/03/31,3683.0,西安市,30.0,11,0.831908691,14544
2008/04/01,2014/03/31,2213.0,北京,41.0,8,0.701565762,17244
2007/08/14,2014/03/31,6874.0,广州,73.0,18,0.7158465,16899
2012/02/04,2014/03/31,5282.0,广州,31.0,19,0.8511645090000001,14212
2006/07/10,2014/03/31,7353.0,长沙,45.0,11,0.78835028,15342
2012/03/03,2014/03/31,3987.0,武汉,66.0,18,0.627613513,19271
2009/02/16,2014/03/31,2380.0,乌鲁木齐,43.0,10,0.517052587,23390
2008/10/01,2014/03/31,5263.0,广州,54.0,7,0.510741679,23676
2013/02/22,2014/03/31,1240.0,乌鲁木齐,40.0,11,0.630068779,19192
2011/11/16,2014/03/31,4876.0,上海市,42.0,10,0.648210035,18654
2010/09/26,2014/03/31,6857.0,北京,46.0,13,0.571780006,21146
2009/02/13,2014/03/31,0.0,广州,53.0,2,0.794980274,15208
2012/03/22,2014/03/31,0.0,.,40.0,4,1.4404753959999999,8393
2012/09/22,2014/03/31,0.0,长春市,23.0,9,0.790988745,15282
2010/11/08,2014/03/31,2885.0,广州,43.0,11,0.6671356039999999,18119
2006/12/06,2014/03/31,8884.0,深圳,35.0,14,0.864475755,13982
2011/07/06,2014/03/31,5519.0,北京,60.0,8,0.728471553,16592
2013/02/08,2014/03/31,0.0,上海,49.0,11,0.810909091,14905
2006/12/29,2014/03/31,5790.0,北京,65.0,5,1.4860789380000001,8133
2013/02/02,2014/03/31,2251.0,成都,45.0,12,0.66098939,18284
2006/03/03,2014/03/31,8040.0,北京,37.0,12,0.772684954,15639
2009/06/19,2014/03/31,9455.0,广州市,35.0,11,0.792696799,15244
2007/03/17,2014/03/31,4970.0,,51.0,13,0.718720557,16812
2011/01/19,2014/03/31,4392.0,乌鲁木齐,40.0,10,0.518484744,23303
2012/06/08,2014/03/31,5978.0,青岛,50.0,16,0.6957682559999999,17364
2008/02/16,2014/03/31,0.0,广州,57.0,2,0.794847029,15199
2008/08/11,2014/03/31,0.0,广州,39.0,2,0.794847029,15199
2010/12/25,2014/03/31,6437.0,上海,33.0,11,0.7283225809999999,16585
2012/06/06,2014/03/31,13320.0,广州,53.0,5,1.034135274,11680
2011/06/04,2014/03/31,5994.0,珠海,40.0,12,0.549771507,21970
2012/08/11,2014/03/31,0.0,广州,45.0,10,0.91413078,13213
2009/03/23,2014/03/31,3372.0,上海,79.0,15,0.7307750479999999,16528
2005/06/02,2014/03/31,6565.0,广州,53.0,3,0.733967424,16454
2007/11/16,2014/03/31,4162.0,北京,50.0,13,0.7852636709999999,15379
2012/06/19,2014/03/31,9153.0,广州,37.0,18,0.747567166,16154
2009/02/27,2014/03/31,2828.0,北京,47.0,10,0.75028891,16095
2011/11/13,2014/03/31,9568.0,重庆,29.0,15,0.792018102,15247
2012/06/04,2014/03/31,7088.0,JAKARTA,42.0,8,0.66743312,18092
2011/01/22,2014/03/31,8687.0,德州,44.0,5,0.9149731,13197
2011/04/07,2014/03/31,5948.0,上海,59.0,12,0.86495702,13960
2010/02/01,2014/03/31,7239.0,上海,37.0,8,0.815966347,14798
2012/03/08,2014/03/31,4214.0,北京,44.0,12,0.71380927,16914
2007/01/14,2014/03/31,6478.0,长春,40.0,12,0.631021795,19133
2011/09/28,2014/03/31,11034.0,北京,42.0,7,0.882479351,13681
2008/08/09,2014/03/31,4366.0,上海,46.0,11,0.674629226,17895
2010/12/11,2014/03/31,5407.0,顺德,61.0,13,0.654779236,18436
2006/01/25,2014/03/31,5852.0,杭州,50.0,19,0.497818789,24248
2009/01/30,2014/03/31,2169.0,乌鲁木齐,34.0,5,0.715546268,16869
2009/09/24,2014/03/31,1108.0,FUKUYAMA-city,38.0,31,0.43343759,27848
2006/02/20,2014/03/31,7649.0,北京,71.0,12,0.7938531870000001,15203
2011/11/28,2014/03/31,7279.0,三亚,46.0,14,0.725210624,16641
2010/08/15,2014/03/31,4512.0,哈市,48.0,14,0.822072207,14680
2011/09/22,2014/03/31,2268.0,大连,35.0,28,0.9062316009999999,13316
2007/03/24,2014/03/31,9312.0,江门,45.0,8,0.848130316,14227
2009/10/11,2014/03/31,0.0,大连市,44.0,6,1.170738405,10306
2012/02/28,2014/03/31,7208.0,广州,39.0,16,0.649723165,18567
2011/01/27,2014/03/31,4724.0,番禺,24.0,17,0.4482357970000001,26913
2010/06/25,2014/03/31,0.0,广州,28.0,13,0.578410529,20856
2008/09/29,2014/03/31,16478.0,大连,64.0,16,0.493764224,24430
2010/10/07,2014/03/31,7962.0,郑州市,47.0,13,0.7015138120000001,17195
2012/07/01,2014/03/31,8158.0,广州,31.0,11,0.778665591,15490
2013/03/14,2014/03/31,4500.0,Yokkaichi-shi,54.0,16,0.589782396,20450
2013/02/07,2014/03/31,0.0,广州,29.0,10,0.5611445589999999,21493
2011/05/05,2014/03/31,7971.0,深圳,47.0,7,0.702636332,17164
2012/11/23,2014/03/31,0.0,上海,33.0,12,0.821188206,14686
2012/03/08,2014/03/31,5948.0,广州,46.0,14,0.66467894,18143
2012/04/17,2014/03/31,4866.0,郑州,30.0,15,0.7076989440000001,17040
2012/01/24,2014/03/31,2049.0,广州,29.0,12,0.593123586,20326
2011/01/22,2014/03/31,2465.0,南昌,33.0,13,0.8137246029999999,14815
2006/09/03,2014/03/31,5700.0,上海,38.0,21,0.578220453,20848
2013/01/13,2014/03/31,4049.0,武汉,35.0,21,0.7859205890000001,15338
2009/09/01,2014/03/31,5475.0,武汉,32.0,14,0.824652802,14617
2009/08/31,2014/03/31,6199.0,北京,44.0,12,0.635036089,18981
2006/08/04,2014/03/31,8696.0,上海,47.0,12,0.598291969,20146
2008/03/07,2014/03/31,2992.0,上海,47.0,12,0.730747545,16494
2012/03/01,2014/03/31,6736.0,大连,48.0,12,0.6453263370000001,18677
2011/07/07,2014/03/31,7080.0,广州,33.0,15,0.822328375,14654
2013/03/12,2014/03/31,3856.0,北京,69.0,5,0.848,14210
2012/01/18,2014/03/31,4123.0,广州,30.0,22,0.555736556,21682
2009/08/23,2014/03/31,2276.0,沈阳,70.0,10,0.603101256,19979
2009/03/06,2014/03/31,4912.0,沈阳,42.0,10,0.6761616159999999,17820
2012/09/14,2014/03/31,5055.0,PJ,51.0,12,0.7977931540000001,15103
2012/09/19,2014/03/31,6900.0,大连,47.0,14,0.805104918,14964
2006/02/24,2014/03/31,5064.0,哈尔滨,40.0,8,0.646620505,18630
2007/08/21,2014/03/31,6418.0,乌鲁木齐,41.0,18,0.74228295,16229
2008/04/09,2014/03/31,8683.0,深圳,48.0,10,0.81988361,14692
2011/06/06,2014/03/31,2395.0,BKK,42.0,10,0.585151324,20585
2008/04/08,2014/03/31,6145.0,上海,33.0,16,0.563728821,21366
2012/05/09,2014/03/31,1478.0,深圳,29.0,18,0.7621007340000001,15804
2012/03/29,2014/03/31,6684.0,成都,34.0,15,0.71346188,16881
2012/08/11,2014/03/31,2380.0,上海,44.0,9,0.48488161399999996,24834
2012/06/18,2014/03/31,6360.0,东莞,50.0,9,0.8088888890000001,14886
2010/06/14,2014/03/31,3702.0,长春,58.0,14,0.670250487,17965
2011/08/16,2014/03/31,0.0,上海,34.0,13,0.7738331509999999,15559
2012/05/07,2014/03/31,0.0,沈阳,46.0,16,0.754055239,15967
2006/04/30,2014/03/31,2656.0,深圳,44.0,10,0.7376528609999999,16322
2008/05/19,2014/03/31,2666.0,长春,67.0,13,0.859382584,14010
2008/10/18,2014/03/31,5472.0,长春,45.0,15,0.855577743,14072
2010/06/07,2014/03/31,2670.0,上海,39.0,14,0.913073948,13185
2007/08/09,2014/03/31,7200.0,广州,51.0,6,0.929057652,12957
2012/02/25,2014/03/31,5137.0,库尔勒,49.0,12,0.649508957,18532
2012/04/19,2014/03/31,6717.0,贵阳,47.0,15,0.5529284760000001,21769
2009/01/15,2014/03/31,7955.0,贺兰,58.0,12,0.756445227,15911
2005/04/22,2014/03/31,4307.0,,59.0,17,0.8443721059999999,14254
2013/02/11,2014/03/31,688.0,贵阳,42.0,12,0.678978337,17726
2005/07/22,2014/03/31,4837.0,,54.0,11,0.658396521,18279
2009/09/16,2014/03/31,6243.0,乌鲁木齐,54.0,9,0.630721136,19081
2005/04/06,2014/03/31,3516.0,,48.0,14,0.690862277,17419
2010/09/08,2014/03/31,8110.0,东营,38.0,8,0.715529524,16817
2012/12/02,2014/03/31,2095.0,深圳市,30.0,13,0.688335908,17481
2012/11/08,2014/03/31,4170.0,广州市,57.0,13,0.674502495,17839
2009/11/15,2014/03/31,7194.0,上海,34.0,12,0.682954932,17618
2008/04/17,2014/03/31,5943.0,上海,42.0,13,0.796819205,15100
2011/09/22,2014/03/31,4306.0,长沙,36.0,13,0.759261643,15846
2009/07/06,2014/03/31,4513.0,西安,45.0,13,0.7316767009999999,16443
2009/01/20,2014/03/31,9083.0,青岛,49.0,21,0.6715534470000001,17915
2008/11/12,2014/03/31,10362.0,广州,41.0,12,0.777801772,15467
2013/03/03,2014/03/31,2800.0,沈阳,61.0,13,0.949263,12673
2013/03/03,2014/03/31,0.0,北京,40.0,15,0.7009993590000001,17161
2013/02/03,2014/03/31,0.0,乌鲁木齐,46.0,24,0.6856734879999999,17543
2005/10/25,2014/03/31,7671.0,北京,48.0,13,0.698807297,17213
2009/10/22,2014/03/31,12477.0,TOSHIMA-KU,38.0,6,0.6889907209999999,17458
2007/09/13,2014/03/31,0.0,北京,34.0,11,0.785096606,15320
2012/06/30,2014/03/31,5964.0,大连,40.0,24,0.76360127,15750
2011/01/23,2014/03/31,9855.0,北京,43.0,10,0.881052747,13650
2010/07/03,2014/03/31,5722.0,北京,29.0,11,0.800559846,15022
2007/09/05,2014/03/31,4736.0,上海,39.0,10,0.846010975,14214
2006/05/27,2014/03/31,8915.0,佛山市,43.0,11,0.6109958839999999,19681
2005/12/07,2014/03/31,4250.0,广州,48.0,2,0.80677402,14904
2013/01/09,2014/03/31,0.0,哈尔滨,48.0,10,0.7642819909999999,15731
2012/04/12,2014/03/31,1792.0,北京,30.0,10,0.643722225,18677
